Date,Route,Bus,Planned Start Time,Planned Anchor Time,Anchor Time Converted,ActualArrivalTime,Arrival Delay,AM/PM,Time Tier,Type of Bus,% Off Route,Departure Delay,Departed on Time?,School,Yard,Tier Breakdown,Monitor Issue,Monitor?,CR?,DtD,Total Rider,Average Speed,Trip Length,Trip Distance,Average actual speed,Departed on time?,Driver
10/6/2017,1552252,MS133,6:57,8:05,485,7:40,-25,AM,8:30,M,56,-1,1,Cardinal Cushing Hanover,WAS,830,,1,0,2,2,23.0604,67:03:00,25.77,35.1409,1,1138
10/13/2017,1552252,MS133,6:57,8:05,485,7:44,-21,AM,8:30,M,,4,0,Cardinal Cushing Hanover,WAS,830,,1,0,2,2,23.0604,67:03:00,25.77,35.9581,1,1138
10/16/2017,1552252,MS133,6:57,8:05,485,7:39,-26,AM,8:30,M,,-1,1,Cardinal Cushing Hanover,WAS,830,,1,0,2,2,23.0604,67:03:00,25.77,35.9581,1,1138
10/20/2017,1552252,MS133,6:57,8:05,485,7:43,-22,AM,8:30,M,,1,0,Cardinal Cushing Hanover,WAS,830,,1,0,2,2,23.0604,67:03:00,25.77,34.36,1,1138
10/19/2017,1552252,MS133,6:57,8:05,485,7:48,-17,AM,8:30,M,,-3,1,Cardinal Cushing Hanover,WAS,830,,1,0,2,2,23.0604,67:03:00,25.77,28.6333,1,1138
10/31/2017,1552252,MS133,6:57,8:05,485,7:44,-21,AM,8:30,M,,,,Cardinal Cushing Hanover,WAS,830,,1,0,2,2,23.0604,67:03:00,25.77,,1,1138
10/23/2017,1552252,MS133,6:57,8:05,485,7:51,-14,AM,8:30,M,,6,0,Cardinal Cushing Hanover,WAS,830,,1,0,2,2,23.0604,67:03:00,25.77,32.2125,1,1138
10/24/2017,1552252,MS133,6:57,8:05,485,7:47,-18,AM,8:30,M,,-3,1,Cardinal Cushing Hanover,WAS,830,,1,0,2,2,23.0604,67:03:00,25.77,29.1736,1,1138
10/25/2017,1552252,MS133,6:57,8:05,485,7:51,-14,AM,8:30,M,,,,Cardinal Cushing Hanover,WAS,830,,1,0,2,2,23.0604,67:03:00,25.77,,1,1138
10/26/2017,1552252,MS133,6:57,8:05,485,7:50,-15,AM,8:30,M,,,,Cardinal Cushing Hanover,WAS,830,,1,0,2,2,23.0604,67:03:00,25.77,,1,1138
10/27/2017,1552252,MS133,6:57,8:05,485,7:59,-6,AM,8:30,M,,,,Cardinal Cushing Hanover,WAS,830,,1,0,2,2,23.0604,67:03:00,25.77,,1,1138
10/30/2017,1552252,MS133,6:57,8:05,485,8:01,-4,AM,8:30,M,,,,Cardinal Cushing Hanover,WAS,830,,1,0,2,2,23.0604,67:03:00,25.77,,1,1138
10/20/2017,1722551,MS145,7:58,8:20,500,8:33,13,AM,8:30,M,,4,0,CNS/Pathways,WAS,730-930,,0,0,1,1,13.36221,22:19,4.97,9.6194,1,1694
10/23/2017,1722551,MS145,7:58,8:20,500,8:36,16,AM,8:30,M,,-6,1,CNS/Pathways,WAS,730-930,,0,0,1,1,13.36221,22:19,4.97,6.7773,1,1694
10/26/2017,1722551,MS145,7:57,8:20,500,8:59,39,AM,8:30,M,,,,CNS/Pathways,WAS,730-930,,0,0,1,1,13.36221,22:19,4.97,,1,1694
10/27/2017,1722551,MS145,7:57,8:20,500,8:45,25,AM,8:30,M,,,,CNS/Pathways,WAS,730-930,,0,0,1,1,13.36221,22:19,4.97,,1,1694
10/31/2017,1722551,MS145,7:57,8:20,500,8:43,23,AM,8:30,M,,,,CNS/Pathways,WAS,730-930,,0,0,1,1,13.36221,22:19,4.97,,1,1694
10/2/2017,1722552,MS146,7:25,8:17,497,8:31,14,AM,8:30,M,,-43,1,CNS/Pathways,WAS,730-930,,1,0,1,1,14.43023,51:36:00,12.41,6.8312,0,1489
10/4/2017,1722552,MS146,7:25,8:17,497,8:45,28,AM,8:30,M,,-6,1,CNS/Pathways,WAS,730-930,,1,0,1,1,14.43023,51:36:00,12.41,8.6581,0,1489
10/6/2017,1722552,MS146,7:25,8:17,497,8:49,32,AM,8:30,M,,6,0,CNS/Pathways,WAS,730-930,,1,0,1,1,14.43023,51:36:00,12.41,9.5462,0,1489
10/11/2017,1722552,MS146,7:25,8:17,497,8:51,34,AM,8:30,M,,4,0,CNS/Pathways,WAS,730-930,,1,0,1,1,14.43023,51:36:00,12.41,9.0805,0,1489
10/13/2017,1722552,MS146,7:25,8:17,497,8:31,14,AM,8:30,M,,,,CNS/Pathways,WAS,730-930,,1,0,1,1,14.43023,51:36:00,12.41,,0,1489
10/16/2017,1722552,MS113,7:25,8:17,497,8:55,38,AM,8:30,M,,,,CNS/Pathways,,,,0,0,1,1,14.43023,51:36:00,12.41,,,
10/23/2017,1722552,MS146,7:25,8:17,497,8:55,38,AM,8:30,M,,-5,1,CNS/Pathways,WAS,730-930,,1,0,1,1,14.43023,51:36:00,12.41,7.8379,0,1489
10/27/2017,1722552,MS146,7:25,8:17,497,8:49,32,AM,8:30,M,,,,CNS/Pathways,WAS,730-930,,1,0,1,1,14.43023,51:36:00,12.41,,0,1489
10/2/2017,2352551,MS147,8:13,8:50,530,8:53,3,AM,9:30,M,61,-5,1,Community Therapeutic Day School,WAS,730-930,,0,0,1,1,26.09007,36:16:00,15.77,21.0267,1,1871
10/3/2017,2352551,MS147,8:13,8:50,530,8:58,8,AM,9:30,M,63,-1,1,Community Therapeutic Day School,WAS,730-930,,0,0,1,1,26.09007,36:16:00,15.77,20.5696,1,1871
10/10/2017,2352551,MS147,8:13,8:50,530,8:55,5,AM,9:30,M,,-8,1,Community Therapeutic Day School,WAS,730-930,,0,0,1,1,26.09007,36:16:00,15.77,18.924,0,1871
10/11/2017,2352551,MS147,8:13,8:50,530,9:08,18,AM,9:30,M,,9,0,Community Therapeutic Day School,WAS,730-930,,0,0,1,1,26.09007,36:16:00,15.77,20.5696,0,1871
10/12/2017,2352551,MS147,8:13,8:50,530,9:04,14,AM,9:30,M,,-11,1,Community Therapeutic Day School,WAS,730-930,,0,0,1,1,26.09007,36:16:00,15.77,15.2613,0,1871
10/13/2017,2352551,MS147,8:13,8:50,530,8:50,0,AM,9:30,M,,5,0,Community Therapeutic Day School,WAS,730-930,,0,0,1,1,26.09007,36:16:00,15.77,29.5688,0,1871
10/16/2017,2352551,MS147,8:13,8:50,530,9:01,11,AM,9:30,M,,2,0,Community Therapeutic Day School,WAS,730-930,,0,0,1,1,26.09007,36:16:00,15.77,20.5696,0,1871
10/19/2017,2352551,MS147,8:13,8:50,530,9:04,14,AM,9:30,M,,1,0,Community Therapeutic Day School,WAS,730-930,,0,0,1,1,26.09007,36:16:00,15.77,18.924,0,1871
10/20/2017,2352551,MS147,8:13,8:50,530,8:53,3,AM,9:30,M,,-16,1,Community Therapeutic Day School,WAS,730-930,,0,0,1,1,26.09007,36:16:00,15.77,16.8964,0,1871
10/23/2017,2352551,MS147,8:13,8:50,530,8:52,2,AM,9:30,M,,1,0,Community Therapeutic Day School,WAS,730-930,,0,0,1,1,26.09007,36:16:00,15.77,24.9,0,1871
10/24/2017,2352551,MS147,8:13,8:50,530,8:57,7,AM,9:30,M,,8,0,Community Therapeutic Day School,WAS,730-930,,0,0,1,1,26.09007,36:16:00,15.77,26.2833,0,1871
10/25/2017,2352551,MS147,8:13,8:50,530,9:14,24,AM,9:30,M,,,,Community Therapeutic Day School,WAS,730-930,,0,0,1,1,26.09007,36:16:00,15.77,,0,1871
10/26/2017,2352551,MS147,8:13,8:50,530,9:27,37,AM,9:30,M,,,,Community Therapeutic Day School,WAS,730-930,,0,0,1,1,26.09007,36:16:00,15.77,,0,1871
10/27/2017,2352551,MS147,8:13,8:50,530,8:55,5,AM,9:30,M,,,,Community Therapeutic Day School,WAS,730-930,,0,0,1,1,26.09007,36:16:00,15.77,,0,1871
10/30/2017,2352551,MS147,8:13,8:50,530,9:02,12,AM,9:30,M,,,,Community Therapeutic Day School,WAS,730-930,,0,0,1,1,26.09007,36:16:00,15.77,,0,1871
10/31/2017,2352551,MS147,8:13,8:50,530,8:58,8,AM,9:30,M,,,,Community Therapeutic Day School,WAS,730-930,,0,0,1,1,26.09007,36:16:00,15.77,,0,1871
10/2/2017,2402551,MS148,7:17,8:15,495,8:20,5,AM,8:30,M,,3,0,Cotting,WAS,830,,1,0,2,2,20.27103,57:04:00,19.28,19.28,0,1736
10/3/2017,2402551,MS148,7:17,8:15,495,8:22,7,AM,8:30,M,13,5,0,Cotting,WAS,830,,1,0,2,2,20.27103,57:04:00,19.28,19.28,0,1736
10/4/2017,2402551,MS148,7:17,8:15,495,8:25,10,AM,8:30,M,15,-6,1,Cotting,WAS,830,,1,0,2,2,20.27103,57:04:00,19.28,15.6324,0,1736
10/5/2017,2402551,MS148,7:17,8:15,495,8:22,7,AM,8:30,M,17,7,0,Cotting,WAS,830,,1,0,2,2,20.27103,57:04:00,19.28,19.9448,0,1736
10/16/2017,2402551,MS105,7:17,8:15,495,8:13,-2,AM,8:30,M,,-6,1,Cotting,,,,0,0,2,2,20.27103,57:04:00,19.28,18.6581,,
10/23/2017,2402551,MS148,7:17,8:15,495,8:16,1,AM,8:30,M,,-3,1,Cotting,WAS,830,,1,0,2,2,20.27103,57:04:00,19.28,18.6581,0,1736
10/24/2017,2402551,MS148,7:17,8:15,495,8:19,4,AM,8:30,M,,-2,1,Cotting,WAS,830,,1,0,2,2,20.27103,57:04:00,19.28,18.075,0,1736
10/25/2017,2402551,MS148,7:17,8:15,495,8:28,13,AM,8:30,M,,,,Cotting,WAS,830,,1,0,2,2,20.27103,57:04:00,19.28,,0,1736
10/26/2017,2402551,MS148,7:17,8:15,495,8:15,0,AM,8:30,M,,,,Cotting,WAS,830,,1,0,2,2,20.27103,57:04:00,19.28,,0,1736
10/27/2017,2402551,MS148,7:17,8:15,495,8:07,-8,AM,8:30,M,,,,Cotting,WAS,830,,1,0,2,2,20.27103,57:04:00,19.28,,0,1736
10/30/2017,2402551,MS148,7:17,8:15,495,8:09,-6,AM,8:30,M,,,,Cotting,WAS,830,,1,0,2,2,20.27103,57:04:00,19.28,,0,1736
10/31/2017,2402551,MS148,7:17,8:15,495,8:01,-14,AM,8:30,M,,,,Cotting,WAS,830,,1,0,2,2,20.27103,57:04:00,19.28,,0,1736
10/4/2017,2402552,WB951,7:11,8:00,480,8:39,39,AM,8:30,W,,25,0,Cotting,FREE,830,,1,0,1,1,25.0211,48:58:00,20.42,19.4476,0,1471
10/11/2017,2402552,WB951,7:11,8:00,480,8:15,15,AM,8:30,W,,1,0,Cotting,FREE,830,,1,0,1,1,25.0211,48:58:00,20.42,19.4476,,1471
10/30/2017,2402552,WB951,7:11,8:00,480,8:12,12,AM,8:30,W,,,,Cotting,FREE,830,,1,0,1,1,25.0211,48:58:00,20.42,,,1471
10/31/2017,2402552,WB951,7:11,8:00,480,8:08,8,AM,8:30,W,,,,Cotting,FREE,830,,1,0,1,1,25.0211,48:58:00,20.42,,,1471
10/3/2017,2512251,MS149,6:43,8:15,495,8:06,-9,AM,8:30,M,26,6,0,Crossroads Sch/Children,WAS,830,,0,0,1,1,25.75192,91:06:00,39.1,30.4675,0,1628
10/4/2017,2512251,MS149,6:43,8:15,495,8:22,7,AM,8:30,M,26,-6,1,Crossroads Sch/Children,WAS,830,,0,0,1,1,25.75192,91:06:00,39.1,22.3429,0,1628
10/5/2017,2512251,MS149,6:43,8:15,495,7:59,-16,AM,8:30,M,27,0,1,Crossroads Sch/Children,WAS,830,,0,0,1,1,25.75192,91:06:00,39.1,30.8684,1,1628
10/6/2017,2512251,MS149,6:43,8:15,495,8:04,-11,AM,8:30,M,24,0,1,Crossroads Sch/Children,WAS,830,,0,0,1,1,25.75192,91:06:00,39.1,28.963,1,1628
10/12/2017,2512251,MS149,6:43,8:15,495,7:57,-18,AM,8:30,M,,6,0,Crossroads Sch/Children,WAS,830,,0,0,1,1,25.75192,91:06:00,39.1,34.5,1,1628
10/13/2017,2512251,MS149,6:43,8:15,495,7:49,-26,AM,8:30,M,,6,0,Crossroads Sch/Children,WAS,830,,0,0,1,1,25.75192,91:06:00,39.1,39.1,1,1628
10/27/2017,2512251,MS149,6:43,8:15,495,8:26,11,AM,8:30,M,,,,Crossroads Sch/Children,WAS,830,,0,0,1,1,25.75192,91:06:00,39.1,,1,1628
10/31/2017,2512251,MS149,6:43,8:15,495,8:13,-2,AM,8:30,M,,,,Crossroads Sch/Children,WAS,830,,0,0,1,1,25.75192,91:06:00,39.1,,1,1628
10/3/2017,2512252,MS150,7:07,8:15,495,8:23,8,AM,8:30,M,,-8,1,Crossroads Sch/Children,WAS,830,,1,0,1,1,28.10059,67:36:00,31.66,22.6143,1,1225
10/4/2017,2512252,MS150,7:07,8:15,495,8:28,13,AM,8:30,M,21,-6,1,Crossroads Sch/Children,WAS,830,,1,0,1,1,28.10059,67:36:00,31.66,21.8345,1,1225
10/6/2017,2512252,MS150,7:07,8:15,495,8:13,-2,AM,8:30,M,,17,0,Crossroads Sch/Children,WAS,830,,1,0,1,1,28.10059,67:36:00,31.66,38.7673,1,1225
10/10/2017,2512252,MS150,7:07,8:15,495,8:26,11,AM,8:30,M,,-15,1,Crossroads Sch/Children,WAS,830,,1,0,1,1,28.10059,67:36:00,31.66,20.2085,1,1225
10/11/2017,2512252,MS150,7:07,8:15,495,8:29,14,AM,8:30,M,,19,0,Crossroads Sch/Children,WAS,830,,1,0,1,1,28.10059,67:36:00,31.66,30.1524,1,1225
10/12/2017,2512252,MS150,7:07,8:15,495,8:13,-2,AM,8:30,M,,12,0,Crossroads Sch/Children,WAS,830,,1,0,1,1,28.10059,67:36:00,31.66,35.1778,1,1225
10/13/2017,2512252,MS150,7:07,8:15,495,8:10,-5,AM,8:30,M,,,,Crossroads Sch/Children,WAS,830,,1,0,1,1,28.10059,67:36:00,31.66,,1,1225
10/19/2017,2512252,MS150,7:07,8:15,495,8:11,-4,AM,8:30,M,,13,0,Crossroads Sch/Children,WAS,830,,1,0,1,1,28.10059,67:36:00,31.66,37.2471,1,1225
10/5/2017,2512252,MS150,7:07,8:15,495,7:45,-30,AM,8:30,M,,-5,1,Crossroads Sch/Children,WAS,830,,1,0,1,1,28.10059,67:36:00,31.66,44.1767,1,1225
10/23/2017,2512252,MS150,7:07,8:15,495,8:13,-2,AM,8:30,M,,20,0,Crossroads Sch/Children,WAS,830,,1,0,1,1,28.10059,67:36:00,31.66,41.2957,1,1225
10/25/2017,2512252,MS150,7:07,8:15,495,8:40,25,AM,8:30,M,,,,Crossroads Sch/Children,WAS,830,,1,0,1,1,28.10059,67:36:00,31.66,,1,1225
10/26/2017,2512252,MS150,7:07,8:15,495,8:25,10,AM,8:30,M,,,,Crossroads Sch/Children,WAS,830,,1,0,1,1,28.10059,67:36:00,31.66,,1,1225
10/20/2017,2512252,MS150,7:07,8:15,495,8:29,14,AM,8:30,M,,21,0,Crossroads Sch/Children,WAS,830,,1,0,1,1,28.10059,67:36:00,31.66,31.141,1,1225
10/27/2017,2512252,MS150,7:07,8:15,495,8:28,13,AM,8:30,M,,,,Crossroads Sch/Children,WAS,830,,1,0,1,1,28.10059,67:36:00,31.66,,1,1225
10/30/2017,2512252,MS150,7:07,8:15,495,8:28,13,AM,8:30,M,,,,Crossroads Sch/Children,WAS,830,,1,0,1,1,28.10059,67:36:00,31.66,,1,1225
10/31/2017,2512252,MS150,7:07,8:15,495,8:17,2,AM,8:30,M,,,,Crossroads Sch/Children,WAS,830,,1,0,1,1,28.10059,67:36:00,31.66,,1,1225
10/2/2017,2752551,MS151,7:25,8:05,485,8:26,21,AM,8:30,M,45,4,0,DEARBORN ACADEMY,WAS,830-930,,0,0,2,2,19.10675,39:02:00,12.43,13.0842,0,1747
10/3/2017,2752551,MS151,7:25,8:05,485,8:28,23,AM,8:30,M,54,3,0,DEARBORN ACADEMY,WAS,830-930,,0,0,2,2,19.10675,39:02:00,12.43,12.43,0,1747
10/4/2017,2752551,MS151,7:00,8:05,485,8:22,17,AM,8:30,M,37,-6,1,DEARBORN ACADEMY,WAS,830-930,,0,0,2,2,19.10675,39:02:00,12.43,8.475,0,1747
10/24/2017,2752551,MS151,7:00,8:05,485,9:05,60,AM,8:30,M,,33,0,DEARBORN ACADEMY,WAS,830-930,,0,0,2,2,19.10675,39:02:00,12.43,8.1065,0,1747
10/5/2017,2752551,MS151,7:00,8:05,485,8:30,25,AM,8:30,M,42,29,0,DEARBORN ACADEMY,WAS,830-930,,0,0,2,2,19.10675,39:02:00,12.43,12.2262,0,1747
10/6/2017,2752551,MS151,7:00,8:05,485,8:38,33,AM,8:30,M,,17,0,DEARBORN ACADEMY,WAS,830-930,,0,0,2,2,19.10675,39:02:00,12.43,9.2074,0,1747
10/11/2017,2752551,MS151,7:00,8:05,485,8:34,29,AM,8:30,M,,2,0,DEARBORN ACADEMY,WAS,830-930,,0,0,2,2,19.10675,39:02:00,12.43,8.1065,0,1747
10/12/2017,2752551,MS151,7:00,8:05,485,7:59,-6,AM,8:30,M,,3,0,DEARBORN ACADEMY,WAS,830-930,,0,0,2,2,19.10675,39:02:00,12.43,13.3179,0,1747
10/13/2017,2752551,MS151,7:00,8:05,485,8:00,-5,AM,8:30,M,,2,0,DEARBORN ACADEMY,WAS,830-930,,0,0,2,2,19.10675,39:02:00,12.43,12.8586,0,1747
10/16/2017,2752551,MS151,7:00,8:05,485,8:31,26,AM,8:30,M,,2,0,DEARBORN ACADEMY,WAS,830-930,,0,0,2,2,19.10675,39:02:00,12.43,8.3798,0,1747
10/23/2017,2752551,MS151,7:00,8:05,485,8:36,31,AM,8:30,M,,9,0,DEARBORN ACADEMY,WAS,830-930,,0,0,2,2,19.10675,39:02:00,12.43,8.5724,0,1747
10/10/2017,2752551,MS151,7:00,8:05,485,8:59,54,AM,8:30,M,,22,0,DEARBORN ACADEMY,WAS,830-930,,0,0,2,2,19.10675,39:02:00,12.43,7.6887,0,1747
10/25/2017,2752551,MS151,7:00,8:05,485,8:36,31,AM,8:30,M,,,,DEARBORN ACADEMY,WAS,830-930,,0,0,2,2,19.10675,39:02:00,12.43,,0,1747
10/26/2017,2752551,MS151,7:00,8:05,485,8:27,22,AM,8:30,M,,,,DEARBORN ACADEMY,WAS,830-930,,0,0,2,2,19.10675,39:02:00,12.43,,0,1747
10/27/2017,2752551,MS151,7:00,8:05,485,8:36,31,AM,8:30,M,,,,DEARBORN ACADEMY,WAS,830-930,,0,0,2,2,19.10675,39:02:00,12.43,,0,1747
10/2/2017,2752552,MS152,7:37,8:05,485,8:24,19,AM,8:30,M,,-5,1,DEARBORN ACADEMY,WAS,730-830-930,,1,0,1,1,23.52059,27:07:00,10.63,12.2654,1,1739
10/3/2017,2752552,MS152,7:37,8:05,485,8:21,16,AM,8:30,M,,-1,1,DEARBORN ACADEMY,WAS,730-830-930,,1,0,1,1,23.52059,27:07:00,10.63,14.1733,1,1739
10/2/2017,3352551,MS153,7:38,8:00,480,8:12,12,AM,8:30,M,25,-11,1,Farr Acad,WAS,830-930,,0,0,1,1,13.30566,29:43:00,6.59,8.7867,1,1671
10/3/2017,3352551,MS153,7:38,8:00,480,8:15,15,AM,8:30,M,12,1,0,Farr Acad,WAS,830-930,,0,0,1,1,13.30566,29:43:00,6.59,10.9833,0,1671
10/4/2017,3352551,MS153,7:38,8:00,480,8:21,21,AM,8:30,M,18,-6,1,Farr Acad,WAS,830-930,,0,0,1,1,13.30566,29:43:00,6.59,8.0694,1,1671
10/5/2017,3352551,MS153,7:38,8:00,480,8:09,9,AM,8:30,M,17,-1,1,Farr Acad,WAS,830-930,,0,0,1,1,13.30566,29:43:00,6.59,12.3563,1,1671
10/6/2017,3352551,MS153,7:38,8:00,480,8:13,13,AM,8:30,M,18,-1,1,Farr Acad,WAS,830-930,,0,0,1,1,13.30566,29:43:00,6.59,10.9833,1,1671
10/10/2017,3352551,MS153,7:38,8:00,480,8:11,11,AM,8:30,M,,1,0,Farr Acad,WAS,830-930,,0,0,1,1,13.30566,29:43:00,6.59,12.3563,1,1671
10/11/2017,3352551,MS153,7:38,8:00,480,8:15,15,AM,8:30,M,,2,0,Farr Acad,WAS,830-930,,0,0,1,1,13.30566,29:43:00,6.59,11.2971,1,1671
10/12/2017,3352551,MS153,7:38,8:00,480,8:18,18,AM,8:30,M,,3,0,Farr Acad,WAS,830-930,,0,0,1,1,13.30566,29:43:00,6.59,10.6865,1,1671
10/13/2017,3352551,MS153,7:38,8:00,480,8:12,12,AM,8:30,M,,3,0,Farr Acad,WAS,830-930,,0,0,1,1,13.30566,29:43:00,6.59,12.7548,1,1671
10/16/2017,3352551,MS153,7:38,8:00,480,8:13,13,AM,8:30,M,,3,0,Farr Acad,WAS,830-930,,0,0,1,1,13.30566,29:43:00,6.59,12.3563,1,1671
10/24/2017,3352551,MS153,7:38,8:00,480,8:13,13,AM,8:30,M,,3,0,Farr Acad,WAS,830-930,,0,0,1,1,13.30566,29:43:00,6.59,12.3563,1,1671
10/25/2017,3352551,MS153,7:38,8:00,480,8:10,10,AM,8:30,M,,,,Farr Acad,WAS,830-930,,0,0,1,1,13.30566,29:43:00,6.59,,1,1671
10/26/2017,3352551,MS153,7:38,8:00,480,8:13,13,AM,8:30,M,,,,Farr Acad,WAS,830-930,,0,0,1,1,13.30566,29:43:00,6.59,,1,1671
10/27/2017,3352551,MS153,7:38,8:00,480,8:12,12,AM,8:30,M,,,,Farr Acad,WAS,830-930,,0,0,1,1,13.30566,29:43:00,6.59,,1,1671
10/30/2017,3352551,MS153,7:38,8:00,480,8:18,18,AM,8:30,M,,,,Farr Acad,WAS,830-930,,0,0,1,1,13.30566,29:43:00,6.59,,1,1671
10/31/2017,3352551,MS153,7:38,8:00,480,8:17,17,AM,8:30,M,,,,Farr Acad,WAS,830-930,,0,0,1,1,13.30566,29:43:00,6.59,,1,1671
10/4/2017,3432551,MS154,7:31,8:25,505,9:03,38,AM,8:30,M,,-6,1,GERMAINE LAWRENCE,WAS,730-930,,1,0,1,1,18.23406,53:50:00,16.36,10.0163,1,1510
10/6/2017,3432551,MS154,7:31,8:25,505,8:53,28,AM,8:30,M,60,-6,1,GERMAINE LAWRENCE,WAS,730-930,,1,0,1,1,18.23406,53:50:00,16.36,11.1545,0,1510
10/10/2017,3432551,MS154,7:31,8:25,505,9:04,39,AM,8:30,M,,4,0,GERMAINE LAWRENCE,WAS,730-930,,1,0,1,1,18.23406,53:50:00,16.36,11.0292,0,1510
10/11/2017,3432551,MS154,7:31,8:25,505,9:03,38,AM,8:30,M,,0,1,GERMAINE LAWRENCE,WAS,730-930,,1,0,1,1,18.23406,53:50:00,16.36,10.6696,0,1510
10/16/2017,3432551,MS154,7:31,8:25,505,9:01,36,AM,8:30,M,,-5,1,GERMAINE LAWRENCE,WAS,730-930,,1,0,1,1,18.23406,53:50:00,16.36,10.3326,0,1510
10/19/2017,3432551,MS154,7:31,8:25,505,8:58,33,AM,8:30,M,,-2,1,GERMAINE LAWRENCE,WAS,730-930,,1,0,1,1,18.23406,53:50:00,16.36,11.0292,0,1510
10/20/2017,3432551,MS154,7:31,8:25,505,8:52,27,AM,8:30,M,,0,1,GERMAINE LAWRENCE,WAS,730-930,,1,0,1,1,18.23406,53:50:00,16.36,12.1185,0,1510
10/23/2017,3432551,MS154,7:31,8:25,505,8:55,30,AM,8:30,M,,-1,1,GERMAINE LAWRENCE,WAS,730-930,,1,0,1,1,18.23406,53:50:00,16.36,11.5482,0,1510
10/25/2017,3432551,MS154,7:31,8:25,505,9:04,39,AM,8:30,M,,,,GERMAINE LAWRENCE,WAS,730-930,,1,0,1,1,18.23406,53:50:00,16.36,,0,1510
10/27/2017,3432551,MS154,7:31,8:25,505,9:01,36,AM,8:30,M,,,,GERMAINE LAWRENCE,WAS,730-930,,1,0,1,1,18.23406,53:50:00,16.36,,0,1510
10/2/2017,3452451,MS155,7:42,8:15,495,8:34,19,AM,8:30,M,35,5,0,Gifford,WAS,730-830,,1,0,1,1,23.62151,32:14:00,12.69,16.2,0,1338
10/4/2017,3452451,MS155,7:42,8:15,495,8:16,1,AM,8:30,M,36,-6,1,Gifford,WAS,730-830,,1,0,1,1,23.62151,32:14:00,12.69,19.035,0,1338
10/16/2017,3452451,MS116,7:42,8:15,495,8:19,4,AM,8:30,M,,5,0,Gifford,WAS,,,0,0,1,1,23.62151,32:14:00,12.69,23.7938,,
10/23/2017,3452451,MS116,7:42,8:15,495,8:19,4,AM,8:30,M,,6,0,Gifford,WAS,,,0,0,1,1,23.62151,32:14:00,12.69,24.5613,,
10/24/2017,3452451,MS155,7:42,8:15,495,8:25,10,AM,8:30,M,,7,0,Gifford,WAS,730-830,,1,0,1,1,23.62151,32:14:00,12.69,21.15,,1338
10/25/2017,3452451,MS155,7:42,8:15,495,8:36,21,AM,8:30,M,,,,Gifford,WAS,730-830,,1,0,1,1,23.62151,32:14:00,12.69,,,1338
10/26/2017,3452451,MS155,7:42,8:15,495,8:30,15,AM,8:30,M,,,,Gifford,WAS,730-830,,1,0,1,1,23.62151,32:14:00,12.69,,,1338
10/27/2017,3452451,MS155,7:42,8:15,495,8:15,0,AM,8:30,M,,,,Gifford,WAS,730-830,,1,0,1,1,23.62151,32:14:00,12.69,,,1338
10/30/2017,3452451,MS155,7:42,8:15,495,8:27,12,AM,8:30,M,,,,Gifford,WAS,730-830,,1,0,1,1,23.62151,32:14:00,12.69,,,1338
10/31/2017,3452451,MS155,7:42,8:15,495,8:22,7,AM,8:30,M,,,,Gifford,WAS,730-830,,1,0,1,1,23.62151,32:14:00,12.69,,,1338
10/12/2017,3852551,WB952,7:00,8:15,495,8:29,14,AM,8:30,W,,-2,1,Kennedy Day,FREE,830,,1,1,2,3,11.16543,65:11:00,12.13,7.9978,,1955
10/13/2017,3852551,WB952,7:00,8:15,495,8:26,11,AM,8:30,W,,-5,1,Kennedy Day,FREE,830,,1,1,2,3,11.16543,65:11:00,12.13,7.9978,,1955
10/16/2017,3852551,WB952,7:00,8:15,495,8:17,2,AM,8:30,W,,-4,1,Kennedy Day,FREE,830,,1,1,2,3,11.16543,65:11:00,12.13,8.9852,,1955
10/19/2017,3852551,WB952,7:00,8:15,495,8:42,27,AM,8:30,W,,1,0,Kennedy Day,FREE,830,,1,1,2,3,11.16543,65:11:00,12.13,7.2059,,1955
10/23/2017,3852551,WB952,7:00,8:15,495,8:32,17,AM,8:30,W,,-7,1,Kennedy Day,FREE,830,,1,1,2,3,11.16543,65:11:00,12.13,7.3515,,1955
10/24/2017,3852551,WB952,7:00,8:15,495,8:33,18,AM,8:30,W,,-10,1,Kennedy Day,FREE,830,,1,1,2,3,11.16543,65:11:00,12.13,7.066,,1955
10/25/2017,3852551,WB952,7:00,8:15,495,8:29,14,AM,8:30,W,,,,Kennedy Day,FREE,830,,1,1,2,3,11.16543,65:11:00,12.13,,,1955
10/26/2017,3852551,WB952,7:00,8:15,495,8:32,17,AM,8:30,W,,,,Kennedy Day,FREE,830,,1,1,2,3,11.16543,65:11:00,12.13,,,1955
10/27/2017,3852551,WB952,7:00,8:15,495,8:35,20,AM,8:30,W,,,,Kennedy Day,FREE,830,,1,1,2,3,11.16543,65:11:00,12.13,,,1955
10/30/2017,3852551,WB952,7:00,8:15,495,8:31,16,AM,8:30,W,,,,Kennedy Day,FREE,830,,1,1,2,3,11.16543,65:11:00,12.13,,,1955
10/31/2017,3852551,WB952,7:00,8:15,495,8:28,13,AM,8:30,W,,,,Kennedy Day,FREE,830,,1,1,2,3,11.16543,65:11:00,12.13,,,1955
10/2/2017,3852552,WB920,7:39,8:15,495,8:36,21,AM,8:30,W,90,-4,1,,FREE,830,,1,1,0,1,12.26038,35:20:00,7.22,7.1016,1,1323
